contrato,dedicacion,remainder__salario,remainder__anos_de_experiencia,remainder__antiguedad_en_la_empresa_actual,remainder__anos_en_el_puesto_actual,remainder__cuantas_personas_tenes_a_cargo,remainder__edad,remainder__marvin_rol,remainder__cantidad_personas_encoded,remainder__modalidad_encoded,remainder__seniority_encoded
1.0,1.0,1632530.0,3.0,0.0,2.0,0.0,25.0,2.0,1.0,2.0,1.0
1.0,1.0,1989000.0,2.0,2.0,2.0,0.0,37.0,2.0,5.0,1.0,0.0
1.0,1.0,1157000.0,1.0,1.0,1.0,0.0,28.0,4.0,2.0,1.0,0.0
1.0,1.0,3900000.0,5.0,3.0,3.0,0.0,29.0,3.0,2.0,2.0,1.0
1.0,1.0,4500000.0,8.0,5.0,2.0,0.0,32.0,2.0,8.0,1.0,2.0
1.0,1.0,3500000.0,8.0,1.0,1.0,0.0,34.0,6.0,7.0,1.0,2.0
1.0,1.0,4100000.0,3.0,0.0,0.0,0.0,29.0,5.0,9.0,2.0,1.0
1.0,1.0,4500000.0,24.0,20.0,7.0,9.0,50.0,4.0,5.0,1.0,3.0
1.0,1.0,1200000.0,6.0,1.0,5.0,0.0,31.0,4.0,10.0,1.0,2.0
1.0,1.0,1729000.0,2.0,1.0,2.0,0.0,25.0,5.0,2.0,1.0,0.0
1.0,1.0,1919000.0,5.0,4.0,2.0,0.0,48.0,2.0,4.0,1.0,1.0
0.0,1.0,1350000.0,1.0,0.0,0.0,0.0,33.0,2.0,2.0,2.0,0.0
1.0,1.0,3725000.0,5.0,2.0,2.0,0.0,30.0,5.0,2.0,2.0,3.0
1.0,1.0,1660000.0,7.0,7.0,2.0,20.0,26.0,3.0,5.0,2.0,3.0
1.0,1.0,2289156.0,3.0,2.0,3.0,2.0,24.0,4.0,2.0,2.0,1.0
1.0,1.0,1100000.0,1.0,1.0,1.0,0.0,25.0,6.0,3.0,1.0,0.0
1.0,1.0,1200000.0,3.0,0.0,0.0,0.0,27.0,2.0,4.0,1.0,1.0
1.0,1.0,4500000.0,8.0,11.0,8.0,12.0,42.0,3.0,3.0,1.0,3.0
1.0,1.0,810054.0,1.0,1.0,1.0,0.0,31.0,4.0,1.0,2.0,0.0
1.0,1.0,2097952.46,19.0,4.0,15.0,0.0,47.0,6.0,6.0,1.0,2.0
1.0,1.0,4084938.0,9.0,1.0,1.0,0.0,31.0,3.0,10.0,2.0,2.0
1.0,1.0,3646232.0,15.0,4.0,2.0,4.0,38.0,5.0,8.0,2.0,3.0
1.0,0.0,2479764.38,3.0,2.0,2.0,0.0,41.0,5.0,2.0,2.0,1.0
1.0,1.0,1044075.0,2.0,2.0,2.0,0.0,28.0,4.0,1.0,0.0,0.0
1.0,1.0,4141564.0,10.0,9.0,0.0,0.0,35.0,5.0,6.0,2.0,2.0
1.0,1.0,6200000.0,10.0,3.0,3.0,10.0,45.0,3.0,10.0,1.0,2.0
1.0,1.0,1219519.0,2.0,1.0,1.0,0.0,23.0,2.0,5.0,1.0,0.0
1.0,1.0,1500000.0,3.0,0.0,0.0,0.0,29.0,2.0,4.0,2.0,1.0
1.0,1.0,1700000.0,3.0,3.0,1.0,0.0,34.0,3.0,3.0,1.0,1.0
1.0,1.0,4650000.0,18.0,13.0,4.0,12.0,46.0,3.0,5.0,2.0,2.0
1.0,1.0,1510000.0,2.0,0.0,1.0,0.0,20.0,2.0,2.0,1.0,0.0
0.0,1.0,3000000.0,8.0,8.0,4.0,5.0,35.0,3.0,2.0,1.0,3.0
1.0,1.0,1800000.0,3.0,3.0,3.0,0.0,38.0,3.0,3.0,1.0,1.0
1.0,1.0,3330000.0,18.0,3.0,2.0,4.0,40.0,2.0,4.0,1.0,3.0
1.0,1.0,3700000.0,18.0,0.0,0.0,0.0,41.0,3.0,5.0,2.0,3.0
1.0,1.0,1200000.0,15.0,8.0,8.0,4.0,37.0,3.0,10.0,0.0,2.0
1.0,1.0,2861816.0,13.0,3.0,3.0,0.0,41.0,4.0,4.0,2.0,2.0
1.0,1.0,4500000.0,19.0,12.0,4.0,6.0,48.0,2.0,5.0,2.0,3.0
1.0,1.0,2500000.0,14.0,2.0,14.0,0.0,38.0,4.0,10.0,2.0,2.0
1.0,1.0,2000000.0,6.0,0.0,6.0,0.0,31.0,3.0,5.0,2.0,2.0
1.0,1.0,1500000.0,15.0,10.0,10.0,0.0,39.0,6.0,4.0,1.0,2.0
1.0,1.0,2160000.0,12.0,3.0,3.0,0.0,40.0,4.0,4.0,2.0,2.0
1.0,1.0,873600.0,1.0,1.0,1.0,0.0,33.0,4.0,2.0,2.0,0.0
1.0,1.0,2780000.0,3.0,3.0,2.0,3.0,28.0,2.0,9.0,1.0,1.0
0.0,1.0,2350000.0,4.0,4.0,4.0,0.0,27.0,3.0,3.0,0.0,1.0
1.0,1.0,2500000.0,3.0,1.0,1.0,0.0,27.0,5.0,6.0,1.0,1.0
1.0,1.0,880000.0,1.0,2.0,1.0,0.0,36.0,3.0,6.0,2.0,0.0
1.0,1.0,1800000.0,14.0,5.0,5.0,2.0,35.0,4.0,6.0,1.0,2.0
1.0,1.0,1300000.0,23.0,15.0,6.0,0.0,45.0,2.0,9.0,1.0,2.0
1.0,1.0,3901279.0,6.0,3.0,3.0,0.0,32.0,2.0,8.0,2.0,2.0
1.0,1.0,1900000.0,9.0,9.0,3.0,3.0,29.0,4.0,5.0,0.0,3.0
1.0,1.0,1200000.0,3.0,2.0,2.0,4.0,39.0,5.0,6.0,0.0,1.0
1.0,1.0,2100000.0,5.0,2.0,5.0,0.0,33.0,2.0,4.0,2.0,1.0
1.0,1.0,2500000.0,12.0,3.0,3.0,0.0,34.0,4.0,6.0,0.0,2.0
0.0,1.0,2050650.0,10.0,10.0,10.0,3.0,39.0,4.0,5.0,1.0,2.0
1.0,1.0,3200000.0,16.0,3.0,2.0,2.0,40.0,3.0,4.0,2.0,3.0
1.0,1.0,1900000.0,15.0,0.0,10.0,0.0,35.0,3.0,1.0,1.0,2.0
1.0,1.0,2867000.0,8.0,3.0,1.0,3.0,29.0,4.0,7.0,1.0,3.0
1.0,1.0,950000.0,1.0,1.0,1.0,0.0,32.0,5.0,5.0,2.0,0.0
1.0,1.0,4700000.0,20.0,0.0,0.0,4.0,47.0,3.0,3.0,1.0,2.0
1.0,1.0,2300000.0,2.0,2.0,2.0,3.0,48.0,6.0,5.0,0.0,3.0
0.0,1.0,1710000.0,1.0,1.0,1.0,0.0,27.0,6.0,4.0,2.0,0.0
1.0,1.0,4200000.0,1.0,3.0,1.0,0.0,26.0,5.0,5.0,1.0,0.0
0.0,1.0,3000000.0,13.0,0.0,0.0,0.0,38.0,2.0,0.0,2.0,2.0
1.0,1.0,1880000.0,2.0,1.0,2.0,5.0,32.0,4.0,3.0,1.0,3.0
1.0,1.0,3200000.0,15.0,15.0,8.0,4.0,35.0,4.0,10.0,2.0,3.0
1.0,1.0,2230000.0,3.0,2.0,3.0,0.0,30.0,3.0,3.0,1.0,1.0
0.0,1.0,1047693.0,3.0,5.0,3.0,7.0,40.0,3.0,3.0,1.0,3.0
1.0,1.0,4406751.11,30.0,24.0,8.0,6.0,50.0,7.0,6.0,0.0,2.0
1.0,1.0,1900000.0,10.0,3.0,1.0,0.0,30.0,2.0,6.0,2.0,2.0
1.0,1.0,4981000.0,20.0,4.0,15.0,0.0,39.0,4.0,7.0,1.0,2.0
1.0,1.0,4100000.0,9.0,5.0,3.0,0.0,37.0,4.0,9.0,1.0,2.0
1.0,1.0,3000000.0,30.0,26.0,26.0,0.0,50.0,6.0,7.0,1.0,2.0
1.0,1.0,1450000.0,2.0,2.0,2.0,0.0,30.0,5.0,5.0,0.0,0.0
1.0,1.0,2093130.0,4.0,4.0,4.0,2.0,32.0,3.0,5.0,2.0,1.0
1.0,1.0,4330000.0,20.0,3.0,1.0,20.0,43.0,4.0,4.0,1.0,2.0
1.0,1.0,2685442.06,12.0,8.0,2.0,0.0,34.0,3.0,5.0,1.0,3.0
1.0,0.0,800000.0,1.0,1.0,1.0,0.0,24.0,2.0,2.0,1.0,0.0
1.0,1.0,4000000.0,15.0,2.0,2.0,0.0,38.0,5.0,9.0,1.0,2.0
1.0,0.0,1069438.34,4.0,2.0,4.0,0.0,23.0,2.0,1.0,2.0,1.0
1.0,1.0,4500000.0,25.0,17.0,2.0,0.0,43.0,3.0,7.0,1.0,2.0
1.0,1.0,2300000.0,12.0,7.0,7.0,2.0,37.0,6.0,2.0,0.0,2.0
1.0,1.0,5000000.0,3.0,2.0,2.0,0.0,25.0,5.0,10.0,1.0,1.0
1.0,1.0,1700000.0,2.0,1.0,1.0,0.0,32.0,2.0,2.0,2.0,0.0
1.0,1.0,2600000.0,3.0,3.0,3.0,0.0,25.0,2.0,10.0,2.0,1.0
1.0,1.0,1952800.0,5.0,3.0,2.0,0.0,32.0,6.0,5.0,2.0,1.0
1.0,1.0,935000.0,1.0,2.0,1.0,0.0,26.0,2.0,3.0,1.0,0.0
0.0,1.0,870000.0,0.0,0.0,0.0,0.0,26.0,5.0,7.0,0.0,0.0
1.0,1.0,2100000.0,8.0,8.0,8.0,3.0,28.0,6.0,5.0,0.0,2.0
1.0,1.0,1350000.0,8.0,6.0,4.0,1.0,35.0,2.0,3.0,0.0,2.0
1.0,1.0,3800000.0,7.0,2.0,2.0,0.0,28.0,3.0,10.0,1.0,2.0
1.0,1.0,2723686.0,4.0,3.0,2.0,4.0,33.0,2.0,10.0,2.0,3.0
0.0,1.0,3000000.0,16.0,8.0,5.0,0.0,37.0,5.0,2.0,1.0,2.0
0.0,1.0,1200000.0,6.0,5.0,5.0,0.0,40.0,3.0,1.0,1.0,2.0
1.0,1.0,1200000.0,1.0,1.0,1.0,0.0,31.0,5.0,4.0,1.0,0.0
1.0,1.0,1560000.0,4.0,0.0,1.0,2.0,23.0,2.0,7.0,2.0,1.0
1.0,1.0,3275810.0,12.0,0.0,0.0,0.0,41.0,3.0,10.0,1.0,2.0
1.0,1.0,1700000.0,2.0,8.0,1.0,0.0,32.0,5.0,10.0,1.0,0.0
0.0,1.0,1420000.0,4.0,3.0,4.0,0.0,27.0,5.0,2.0,2.0,1.0
1.0,1.0,1500000.0,3.0,3.0,3.0,0.0,31.0,4.0,4.0,2.0,1.0
1.0,1.0,950000.0,3.0,1.0,1.0,0.0,28.0,5.0,1.0,0.0,1.0
0.0,1.0,950000.0,5.0,5.0,4.0,2.0,31.0,2.0,1.0,2.0,1.0
1.0,1.0,1600000.0,2.0,2.0,2.0,2.0,34.0,4.0,6.0,2.0,0.0
1.0,1.0,1850000.0,21.0,10.0,7.0,0.0,47.0,4.0,3.0,0.0,2.0
1.0,1.0,1550000.0,3.0,3.0,3.0,0.0,28.0,4.0,2.0,2.0,1.0
1.0,1.0,2400000.0,4.0,2.0,1.0,2.0,27.0,4.0,4.0,1.0,3.0
1.0,1.0,2300000.0,2.0,1.0,1.0,0.0,27.0,5.0,5.0,1.0,0.0
1.0,1.0,2000000.0,5.0,2.0,2.0,0.0,37.0,3.0,1.0,1.0,1.0
1.0,0.0,960505.0,10.0,8.0,8.0,0.0,33.0,3.0,3.0,0.0,2.0
1.0,0.0,1672500.0,3.0,2.0,0.0,0.0,24.0,3.0,3.0,1.0,1.0
1.0,1.0,4500000.0,14.0,3.0,1.0,3.0,35.0,3.0,8.0,1.0,2.0
1.0,1.0,2000000.0,1.0,1.0,1.0,0.0,26.0,3.0,3.0,1.0,0.0
1.0,1.0,1391500.0,3.0,3.0,3.0,0.0,27.0,2.0,3.0,0.0,1.0
1.0,1.0,2700000.0,5.0,0.0,0.0,0.0,27.0,3.0,4.0,2.0,1.0
1.0,1.0,2192337.34,8.0,3.0,3.0,0.0,34.0,5.0,2.0,1.0,2.0
1.0,1.0,2100000.0,20.0,4.0,4.0,4.0,41.0,3.0,3.0,2.0,2.0
1.0,1.0,3359357.0,6.0,2.0,2.0,0.0,35.0,3.0,10.0,2.0,2.0
1.0,1.0,2580000.0,8.0,5.0,2.0,0.0,34.0,3.0,5.0,2.0,2.0
1.0,1.0,2700000.0,4.0,3.0,3.0,0.0,36.0,3.0,9.0,2.0,1.0
0.0,1.0,900000.0,1.0,1.0,0.0,0.0,22.0,5.0,2.0,2.0,0.0
1.0,1.0,1300000.0,8.0,6.0,2.0,0.0,28.0,4.0,10.0,1.0,2.0
1.0,1.0,1400000.0,3.0,3.0,3.0,4.0,42.0,4.0,2.0,0.0,3.0
1.0,1.0,900000.0,4.0,2.0,2.0,0.0,30.0,2.0,4.0,2.0,1.0
0.0,1.0,1000050.0,1.0,1.0,1.0,0.0,23.0,2.0,4.0,2.0,0.0
1.0,1.0,1779558.39,2.0,2.0,2.0,0.0,26.0,4.0,10.0,2.0,0.0
0.0,1.0,1300000.0,3.0,2.0,2.0,1.0,26.0,2.0,5.0,2.0,1.0
1.0,1.0,966000.0,2.0,2.0,2.0,1.0,29.0,3.0,5.0,0.0,0.0
0.0,1.0,1900000.0,25.0,4.0,4.0,2.0,46.0,2.0,10.0,2.0,3.0
1.0,1.0,2025391.0,3.0,3.0,0.0,1.0,33.0,6.0,2.0,2.0,1.0
1.0,1.0,2117709.0,10.0,6.0,7.0,0.0,40.0,2.0,5.0,2.0,2.0
1.0,1.0,2975000.0,14.0,2.0,2.0,0.0,40.0,5.0,7.0,2.0,2.0
1.0,1.0,1500000.0,2.0,2.0,2.0,0.0,32.0,4.0,2.0,2.0,0.0
1.0,1.0,2210000.0,23.0,15.0,15.0,4.0,46.0,4.0,4.0,1.0,3.0
1.0,1.0,1500000.0,4.0,4.0,2.0,0.0,31.0,6.0,5.0,2.0,1.0
1.0,0.0,1200000.0,3.0,3.0,3.0,0.0,21.0,4.0,2.0,1.0,1.0
1.0,1.0,2000000.0,4.0,4.0,3.0,3.0,41.0,4.0,4.0,2.0,1.0
0.0,1.0,1000000.0,10.0,8.0,8.0,0.0,39.0,2.0,0.0,2.0,2.0
1.0,1.0,5231673.0,18.0,5.0,3.0,0.0,43.0,6.0,9.0,1.0,2.0
1.0,1.0,2692022.81,12.0,12.0,12.0,0.0,44.0,2.0,8.0,0.0,2.0
1.0,1.0,2040000.0,25.0,10.0,10.0,3.0,53.0,3.0,2.0,1.0,2.0
1.0,1.0,2402754.0,4.0,2.0,2.0,0.0,29.0,2.0,5.0,2.0,1.0
1.0,1.0,2300000.0,5.0,2.0,2.0,0.0,29.0,2.0,3.0,2.0,1.0
1.0,1.0,1797000.0,20.0,20.0,12.0,0.0,51.0,2.0,7.0,1.0,2.0
1.0,1.0,3700000.0,30.0,15.0,6.0,0.0,55.0,3.0,8.0,1.0,2.0
1.0,1.0,1900000.0,3.0,2.0,2.0,2.0,30.0,3.0,3.0,2.0,1.0
1.0,1.0,1800000.0,8.0,0.0,0.0,0.0,38.0,3.0,7.0,0.0,2.0
0.0,0.0,1200000.0,15.0,3.0,3.0,0.0,38.0,2.0,1.0,1.0,2.0
0.0,1.0,4500000.0,22.0,15.0,3.0,25.0,50.0,4.0,9.0,1.0,3.0
1.0,1.0,2450000.0,5.0,0.0,3.0,0.0,33.0,5.0,8.0,2.0,1.0
1.0,1.0,1250000.0,1.0,8.0,1.0,0.0,27.0,2.0,4.0,2.0,0.0
0.0,1.0,1150000.0,3.0,3.0,3.0,1.0,29.0,2.0,1.0,2.0,1.0
1.0,1.0,5000000.0,12.0,4.0,6.0,20.0,33.0,3.0,7.0,1.0,3.0
1.0,1.0,1996113.0,3.0,2.0,2.0,0.0,33.0,6.0,4.0,2.0,1.0
1.0,1.0,1810000.0,4.0,0.0,4.0,0.0,27.0,2.0,2.0,2.0,1.0
1.0,1.0,1254000.0,3.0,1.0,1.0,0.0,24.0,3.0,3.0,1.0,1.0
1.0,1.0,5741000.0,4.0,13.0,4.0,3.0,39.0,4.0,3.0,1.0,3.0
1.0,1.0,2700000.0,25.0,2.0,2.0,0.0,50.0,3.0,7.0,2.0,2.0
1.0,1.0,1100000.0,4.0,2.0,2.0,0.0,32.0,2.0,5.0,2.0,1.0
1.0,1.0,3670000.0,5.0,3.0,1.0,5.0,33.0,3.0,4.0,2.0,1.0
0.0,1.0,1500000.0,3.0,3.0,3.0,0.0,47.0,2.0,1.0,2.0,1.0
1.0,1.0,3055000.0,3.0,7.0,2.0,6.0,41.0,2.0,6.0,2.0,3.0
0.0,1.0,1690000.0,3.0,1.0,3.0,0.0,26.0,2.0,4.0,2.0,1.0
0.0,1.0,1600000.0,5.0,1.0,4.0,0.0,52.0,3.0,3.0,1.0,1.0
0.0,1.0,1007638.0,3.0,2.0,2.0,0.0,27.0,5.0,2.0,1.0,1.0
1.0,1.0,3126000.0,12.0,0.0,0.0,0.0,33.0,2.0,3.0,2.0,2.0
1.0,1.0,2600000.0,3.0,1.0,2.0,3.0,28.0,3.0,3.0,1.0,1.0
1.0,1.0,3515000.0,5.0,2.0,2.0,0.0,28.0,5.0,10.0,1.0,1.0
1.0,1.0,1900000.0,20.0,2.0,2.0,0.0,47.0,4.0,3.0,2.0,2.0
1.0,1.0,5800000.0,5.0,1.0,1.0,3.0,45.0,5.0,2.0,1.0,3.0
0.0,1.0,1000000.0,0.0,0.0,0.0,0.0,27.0,2.0,8.0,1.0,0.0
1.0,1.0,2100000.0,2.0,0.0,0.0,0.0,27.0,2.0,4.0,1.0,0.0
1.0,1.0,1085041.0,5.0,5.0,2.0,2.0,30.0,5.0,2.0,0.0,1.0
1.0,1.0,1600000.0,4.0,1.0,4.0,0.0,39.0,6.0,5.0,1.0,1.0
1.0,1.0,2800000.0,25.0,15.0,15.0,2.0,52.0,3.0,2.0,2.0,2.0
0.0,1.0,2400000.0,9.0,3.0,3.0,0.0,36.0,5.0,10.0,2.0,2.0
0.0,1.0,1210526.0,4.0,2.0,2.0,0.0,26.0,2.0,5.0,1.0,1.0
1.0,1.0,2400000.0,6.0,4.0,4.0,0.0,33.0,3.0,4.0,2.0,2.0
1.0,1.0,3000000.0,8.0,2.0,2.0,0.0,33.0,3.0,10.0,2.0,2.0
1.0,1.0,4400000.0,15.0,15.0,15.0,5.0,41.0,4.0,1.0,1.0,2.0
0.0,1.0,1450000.0,6.0,3.0,2.0,0.0,36.0,3.0,2.0,2.0,2.0
1.0,1.0,4000000.0,3.0,3.0,1.0,8.0,32.0,5.0,3.0,2.0,1.0
0.0,1.0,1900000.0,4.0,1.0,4.0,0.0,23.0,3.0,9.0,1.0,1.0
1.0,1.0,1500000.0,15.0,4.0,2.0,6.0,52.0,4.0,5.0,2.0,2.0
1.0,1.0,1600000.0,2.0,2.0,2.0,0.0,42.0,2.0,10.0,1.0,0.0
1.0,1.0,1700000.0,15.0,3.0,3.0,0.0,50.0,6.0,2.0,1.0,2.0
1.0,1.0,2200000.0,15.0,4.0,4.0,2.0,53.0,4.0,3.0,2.0,2.0
1.0,1.0,1950607.0,7.0,5.0,3.0,1.0,29.0,2.0,4.0,2.0,3.0
1.0,1.0,3900000.0,10.0,9.0,4.0,0.0,34.0,4.0,6.0,2.0,2.0
1.0,1.0,3000000.0,6.0,6.0,5.0,3.0,43.0,5.0,4.0,0.0,2.0
1.0,1.0,2315756.05,30.0,25.0,8.0,13.0,63.0,4.0,4.0,1.0,3.0
1.0,1.0,3332000.0,5.0,2.0,2.0,0.0,32.0,3.0,6.0,2.0,1.0
1.0,1.0,2250000.0,4.0,0.0,0.0,0.0,24.0,2.0,10.0,1.0,1.0
1.0,1.0,1101670.0,4.0,1.0,4.0,0.0,38.0,3.0,7.0,2.0,1.0
1.0,1.0,1475144.0,3.0,1.0,6.0,0.0,26.0,6.0,3.0,1.0,1.0
0.0,1.0,2899844.0,12.0,4.0,4.0,0.0,43.0,4.0,2.0,2.0,2.0
1.0,1.0,2289156.0,4.0,4.0,1.0,3.0,28.0,2.0,2.0,1.0,3.0
1.0,0.0,1800000.0,5.0,5.0,1.0,0.0,34.0,2.0,5.0,0.0,1.0
1.0,1.0,1600000.0,5.0,0.0,5.0,0.0,39.0,5.0,2.0,1.0,1.0
1.0,1.0,2722750.0,12.0,5.0,5.0,0.0,36.0,5.0,3.0,2.0,2.0
1.0,1.0,3525000.0,3.0,0.0,0.0,0.0,26.0,3.0,10.0,2.0,1.0
1.0,1.0,3400000.0,15.0,10.0,10.0,0.0,38.0,3.0,7.0,2.0,2.0
1.0,1.0,1500000.0,10.0,10.0,2.0,0.0,34.0,5.0,2.0,1.0,2.0
1.0,1.0,2100000.0,9.0,2.0,2.0,0.0,33.0,3.0,3.0,2.0,2.0
1.0,1.0,1380000.0,5.0,0.0,4.0,0.0,26.0,4.0,4.0,1.0,1.0
0.0,1.0,2500000.0,7.0,4.0,0.0,13.0,27.0,5.0,7.0,2.0,3.0
1.0,1.0,4400000.0,18.0,3.0,2.0,0.0,45.0,3.0,9.0,2.0,3.0
1.0,1.0,1634317.0,10.0,8.0,8.0,0.0,38.0,3.0,3.0,0.0,2.0
1.0,1.0,2000000.0,15.0,10.0,10.0,0.0,37.0,3.0,2.0,1.0,2.0
1.0,1.0,3205349.0,4.0,3.0,3.0,0.0,30.0,5.0,5.0,2.0,1.0
0.0,1.0,4000000.0,20.0,52.0,5.0,0.0,500.0,3.0,4.0,2.0,2.0
1.0,1.0,1660752.0,2.0,1.0,1.0,0.0,38.0,2.0,4.0,1.0,0.0
1.0,1.0,2200000.0,13.0,5.0,5.0,0.0,43.0,2.0,5.0,1.0,2.0
1.0,1.0,1300000.0,5.0,5.0,1.0,20.0,29.0,3.0,5.0,2.0,1.0
1.0,1.0,2219700.0,8.0,5.0,5.0,0.0,43.0,2.0,5.0,2.0,2.0
0.0,1.0,1291000.0,3.0,3.0,3.0,5.0,31.0,3.0,3.0,2.0,1.0
1.0,1.0,1472159.0,3.0,1.0,0.0,0.0,25.0,3.0,2.0,1.0,1.0
1.0,1.0,1921189.0,15.0,5.0,3.0,5.0,46.0,2.0,5.0,2.0,2.0
1.0,1.0,1500000.0,3.0,2.0,2.0,16.0,25.0,2.0,5.0,2.0,1.0
1.0,1.0,2873975.0,9.0,9.0,3.0,0.0,35.0,4.0,6.0,2.0,2.0
0.0,1.0,2200000.0,7.0,0.0,0.0,0.0,34.0,3.0,6.0,2.0,2.0
0.0,0.0,916000.0,1.0,1.0,1.0,0.0,25.0,2.0,6.0,2.0,0.0
1.0,1.0,1399000.0,2.0,2.0,1.0,4.0,28.0,6.0,4.0,2.0,0.0
1.0,1.0,1120030.0,6.0,4.0,4.0,0.0,31.0,4.0,5.0,2.0,2.0
1.0,1.0,1600000.0,3.0,3.0,3.0,0.0,30.0,4.0,2.0,2.0,1.0
0.0,1.0,1900000.0,1.0,0.0,0.0,0.0,25.0,2.0,2.0,1.0,0.0
1.0,1.0,1700000.0,5.0,3.0,2.0,0.0,33.0,2.0,10.0,2.0,1.0
0.0,1.0,1600000.0,3.0,0.0,0.0,2.0,29.0,4.0,2.0,0.0,1.0
1.0,1.0,1580000.0,3.0,1.0,1.0,0.0,27.0,5.0,6.0,2.0,1.0
1.0,1.0,1600000.0,3.0,2.0,2.0,0.0,49.0,3.0,9.0,2.0,1.0
1.0,1.0,4522997.0,30.0,5.0,15.0,10.0,62.0,3.0,2.0,1.0,3.0
1.0,1.0,3000000.0,3.0,3.0,3.0,0.0,37.0,5.0,9.0,2.0,1.0
1.0,1.0,1283793.0,5.0,1.0,1.0,0.0,26.0,3.0,3.0,2.0,1.0
1.0,1.0,4649000.0,25.0,18.0,8.0,32.0,44.0,3.0,7.0,2.0,3.0
1.0,1.0,1520000.0,3.0,3.0,3.0,0.0,35.0,3.0,6.0,1.0,1.0
0.0,1.0,2000000.0,4.0,3.0,2.0,0.0,28.0,5.0,4.0,2.0,1.0
1.0,1.0,1900000.0,4.0,2.0,2.0,0.0,30.0,3.0,4.0,1.0,1.0
1.0,1.0,2215000.0,2.0,0.0,0.0,0.0,41.0,2.0,3.0,1.0,3.0
1.0,1.0,2500000.0,5.0,2.0,2.0,0.0,33.0,2.0,5.0,1.0,1.0
1.0,1.0,2750000.0,7.0,1.0,3.0,0.0,33.0,2.0,8.0,2.0,2.0
1.0,1.0,2287000.0,16.0,4.0,4.0,0.0,40.0,2.0,5.0,2.0,2.0
1.0,1.0,1600000.0,3.0,0.0,0.0,0.0,25.0,2.0,8.0,1.0,1.0
1.0,1.0,1650000.0,2.0,2.0,2.0,0.0,23.0,2.0,7.0,1.0,0.0
1.0,1.0,1912960.0,6.0,0.0,6.0,0.0,32.0,2.0,5.0,2.0,2.0
1.0,0.0,900000.0,5.0,5.0,5.0,2.0,40.0,4.0,9.0,0.0,1.0
1.0,1.0,1190000.0,8.0,10.0,6.0,4.0,45.0,4.0,8.0,0.0,3.0
1.0,1.0,2300000.0,15.0,10.0,10.0,0.0,46.0,2.0,4.0,2.0,2.0
1.0,1.0,2450000.0,3.0,1.0,1.0,1.0,41.0,4.0,9.0,2.0,1.0
1.0,1.0,4700000.0,17.0,19.0,2.0,3.0,45.0,2.0,6.0,1.0,2.0
1.0,1.0,1400000.0,1.0,1.0,1.0,0.0,35.0,5.0,10.0,0.0,0.0
1.0,1.0,800000.0,3.0,3.0,3.0,0.0,31.0,3.0,4.0,2.0,1.0
1.0,1.0,2000000.0,14.0,10.0,10.0,0.0,34.0,2.0,9.0,1.0,2.0
1.0,1.0,1984600.0,1.0,1.0,1.0,0.0,34.0,3.0,10.0,2.0,0.0
0.0,1.0,1863000.0,20.0,5.0,5.0,0.0,38.0,2.0,4.0,2.0,2.0
1.0,1.0,5400000.0,18.0,2.0,1.0,0.0,45.0,2.0,3.0,1.0,2.0
1.0,1.0,5600000.0,7.0,3.0,2.0,7.0,28.0,2.0,9.0,2.0,3.0
1.0,1.0,2534000.0,7.0,2.0,2.0,0.0,33.0,6.0,4.0,1.0,2.0
1.0,1.0,3406633.0,7.0,3.0,3.0,0.0,33.0,2.0,10.0,2.0,2.0
1.0,1.0,2200000.0,9.0,0.0,0.0,0.0,31.0,2.0,2.0,2.0,2.0
1.0,1.0,3372000.0,4.0,4.0,1.0,10.0,29.0,2.0,3.0,1.0,3.0
1.0,1.0,2400000.0,2.0,0.0,0.0,0.0,33.0,3.0,10.0,1.0,0.0
1.0,1.0,1100000.0,3.0,3.0,3.0,0.0,23.0,2.0,2.0,2.0,1.0
0.0,1.0,2620561.45,12.0,1.0,10.0,0.0,28.0,3.0,2.0,2.0,2.0
1.0,1.0,1700000.0,2.0,2.0,0.0,0.0,33.0,2.0,2.0,2.0,0.0
1.0,1.0,2150000.0,0.0,0.0,0.0,0.0,21.0,5.0,5.0,1.0,0.0
1.0,1.0,2700000.0,35.0,20.0,3.0,5.0,55.0,4.0,6.0,1.0,3.0
0.0,1.0,800000.0,1.0,1.0,1.0,0.0,30.0,2.0,1.0,2.0,0.0
1.0,1.0,1200000.0,2.0,0.0,0.0,0.0,24.0,2.0,4.0,1.0,0.0
1.0,1.0,2300000.0,3.0,3.0,2.0,0.0,28.0,3.0,10.0,1.0,1.0
1.0,1.0,1365911.0,30.0,22.0,22.0,0.0,56.0,2.0,4.0,2.0,2.0
0.0,1.0,1400000.0,3.0,0.0,3.0,1.0,29.0,3.0,8.0,1.0,1.0
1.0,1.0,1032000.0,3.0,3.0,0.0,0.0,29.0,2.0,4.0,2.0,1.0
1.0,1.0,2200000.0,6.0,2.0,2.0,0.0,34.0,6.0,9.0,2.0,2.0
0.0,1.0,1720000.0,2.0,0.0,0.0,0.0,38.0,2.0,3.0,2.0,0.0
1.0,1.0,6000000.0,6.0,3.0,3.0,0.0,37.0,3.0,3.0,2.0,2.0
1.0,1.0,4609000.0,20.0,15.0,5.0,1.0,45.0,5.0,7.0,2.0,2.0
1.0,1.0,4000000.0,6.0,2.0,2.0,0.0,35.0,2.0,8.0,0.0,2.0
0.0,1.0,2100000.0,3.0,2.0,2.0,0.0,38.0,4.0,2.0,2.0,1.0
