dedicacion,contrato,salario,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,edad,seniority,marvin_rol
Full-Time,Staff (planta permanente),4646373.0,20,14,3,8,De 51 a 100 personas,Híbrido (presencial y remoto),43,Manager or Above,3
Full-Time,Staff (planta permanente),4000000.0,20,0,4,7,De 101 a 200 personas,100% remoto,45,Manager or Above,4
Full-Time,Staff (planta permanente),4600000.0,13,5,1,0,De 2001a 5000 personas,100% remoto,38,Manager or Above,3
Full-Time,Staff (planta permanente),1945964.0,15,2,2,0,De 1001 a 2000 personas,100% remoto,39,Senior,2
Full-Time,Staff (planta permanente),2900000.0,17,3,3,2,De 501 a 1000 personas,100% remoto,41,Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2000000.0,4,0,0,0,De 501 a 1000 personas,100% remoto,22,Semi-Senior,2
Full-Time,Staff (planta permanente),2258590.0,12,4,4,0,De 51 a 100 personas,Híbrido (presencial y remoto),45,Senior,3
Full-Time,Staff (planta permanente),3000000.0,10,0,0,3,De 201 a 500 personas,Híbrido (presencial y remoto),50,Manager or Above,2
Full-Time,Staff (planta permanente),3602917.35,20,5,2,0,De 501 a 1000 personas,Híbrido (presencial y remoto),45,Senior,5
Full-Time,Staff (planta permanente),1200000.0,2,2,2,0,De 101 a 200 personas,Híbrido (presencial y remoto),31,Junior,4
Full-Time,Contractor,2100000.0,25,13,2,5,De 51 a 100 personas,100% presencial,50,Manager or Above,4
Full-Time,Staff (planta permanente),1300000.0,15,10,10,1,De 201 a 500 personas,100% presencial,42,Senior,2
Full-Time,Staff (planta permanente),1448000.0,2,2,2,0,De 11  a 50  personas,Híbrido (presencial y remoto),27,Junior,2
Full-Time,Staff (planta permanente),3300000.0,8,8,2,6,De 11  a 50  personas,Híbrido (presencial y remoto),35,Manager or Above,5
Full-Time,Staff (planta permanente),3000000.0,8,0,0,0,Más de 10000 personas,Híbrido (presencial y remoto),34,Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),3200000.0,9,2,7,10,De 2001a 5000 personas,Híbrido (presencial y remoto),38,Senior,3
Full-Time,Staff (planta permanente),1400000.0,1,16,1,0,De 11  a 50  personas,Híbrido (presencial y remoto),38,Junior,4
Full-Time,Staff (planta permanente),2121339.14,12,5,5,2,De 1001 a 2000 personas,100% presencial,49,Manager or Above,4
Full-Time,Staff (planta permanente),1048916.0,25,6,20,0,De 101 a 200 personas,100% presencial,47,Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2600000.0,28,8,8,0,De 5001 a 10000 personas,100% remoto,47,Senior,2
Part-Time,Staff (planta permanente),1204819.0,5,2,2,0,De 11  a 50  personas,100% remoto,32,Semi-Senior,4
Full-Time,Staff (planta permanente),2800000.0,1,1,1,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),29,Junior,3
Full-Time,Staff (planta permanente),3156000.0,15,3,10,8,De 11  a 50  personas,Híbrido (presencial y remoto),45,Manager or Above,3
Full-Time,Staff (planta permanente),1500000.0,2,0,0,0,De 11  a 50  personas,100% remoto,35,Junior,4
Full-Time,Contractor,2000000.0,3,3,3,0,De 51 a 100 personas,100% remoto,34,Semi-Senior,3
Full-Time,Staff (planta permanente),1770922.0,9,1,9,0,De 201 a 500 personas,100% remoto,33,Senior,2
Full-Time,Staff (planta permanente),3122000.0,3,0,0,0,Más de 10000 personas,Híbrido (presencial y remoto),29,Semi-Senior,3
Full-Time,Staff (planta permanente),1500000.0,0,0,0,0,De 11  a 50  personas,Híbrido (presencial y remoto),38,Junior,5
Full-Time,Staff (planta permanente),2000000.0,3,3,3,0,De 101 a 200 personas,Híbrido (presencial y remoto),34,Semi-Senior,5
Full-Time,Staff (planta permanente),2700000.0,17,0,0,0,De 101 a 200 personas,100% remoto,36,Senior,3
Full-Time,Staff (planta permanente),1200000.0,14,12,12,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),47,Senior,4
Full-Time,Staff (planta permanente),3800000.0,16,3,1,8,De 5001 a 10000 personas,100% remoto,38,Manager or Above,3
Part-Time,Staff (planta permanente),1297500.0,4,4,2,0,De 11  a 50  personas,100% remoto,30,Semi-Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2300000.0,14,4,1,5,De 11  a 50  personas,100% remoto,44,Manager or Above,4
Full-Time,Staff (planta permanente),3032982.0,5,3,3,0,Más de 10000 personas,Híbrido (presencial y remoto),43,Semi-Senior,6
Full-Time,Staff (planta permanente),1300000.0,2,2,2,0,De 51 a 100 personas,Híbrido (presencial y remoto),30,Junior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1500000.0,6,6,2,2,De 1001 a 2000 personas,Híbrido (presencial y remoto),33,Senior,6
Full-Time,Staff (planta permanente),6200000.0,14,9,3,8,De 101 a 200 personas,Híbrido (presencial y remoto),41,Manager or Above,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1715000.0,1,0,1,0,De 51 a 100 personas,Híbrido (presencial y remoto),29,Junior,5
Full-Time,Staff (planta permanente),940000.0,2,0,0,0,De 201 a 500 personas,100% presencial,23,Junior,5
Full-Time,Staff (planta permanente),1650000.0,3,3,3,2,De 101 a 200 personas,100% remoto,28,Semi-Senior,6
Full-Time,Staff (planta permanente),2800000.0,4,3,2,0,Más de 10000 personas,100% remoto,28,Semi-Senior,3
Full-Time,Staff (planta permanente),5055000.0,17,10,10,4,De 101 a 200 personas,Híbrido (presencial y remoto),40,Manager or Above,4
Full-Time,Staff (planta permanente),5400000.0,10,4,2,3,Más de 10000 personas,Híbrido (presencial y remoto),35,Senior,5
Full-Time,Staff (planta permanente),2581228.0,6,14,6,0,De 2001a 5000 personas,100% remoto,32,Senior,6
Full-Time,Contractor,2100000.0,21,1,1,0,De 101 a 200 personas,100% remoto,40,Senior,4
Full-Time,Staff (planta permanente),1600000.0,20,6,3,0,De 501 a 1000 personas,Híbrido (presencial y remoto),45,Senior,5
Full-Time,Staff (planta permanente),1425428.0,4,1,4,0,De 101 a 200 personas,100% remoto,35,Semi-Senior,3
Full-Time,Staff (planta permanente),2500000.0,17,17,5,4,De 2 a 10 personas,100% presencial,38,Senior,2
Full-Time,Staff (planta permanente),4112000.0,4,4,2,6,De 11  a 50  personas,100% remoto,30,Semi-Senior,3
Full-Time,Staff (planta permanente),1600000.0,1,12,1,0,Más de 10000 personas,Híbrido (presencial y remoto),32,Junior,2
Full-Time,Staff (planta permanente),800000.0,0,0,0,0,De 2001a 5000 personas,Híbrido (presencial y remoto),23,Junior,3
Full-Time,Contractor,6000000.0,22,14,3,130,De 101 a 200 personas,Híbrido (presencial y remoto),46,Manager or Above,4
Full-Time,Staff (planta permanente),1700000.0,3,1,2,0,De 2001a 5000 personas,Híbrido (presencial y remoto),30,Semi-Senior,2
Full-Time,Staff (planta permanente),3800000.0,6,7,4,5,De 2001a 5000 personas,Híbrido (presencial y remoto),47,Manager or Above,6
Full-Time,Staff (planta permanente),2300000.0,2,2,2,0,De 51 a 100 personas,100% presencial,27,Junior,4
Full-Time,Staff (planta permanente),1250000.0,5,4,4,0,De 101 a 200 personas,100% remoto,26,Semi-Senior,2
Full-Time,Staff (planta permanente),1389507.0,10,6,4,0,De 201 a 500 personas,100% presencial,35,Senior,5
Full-Time,Staff (planta permanente),4900000.0,10,7,6,6,De 101 a 200 personas,Híbrido (presencial y remoto),41,Senior,5
Full-Time,Staff (planta permanente),2300000.0,5,1,1,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),40,Semi-Senior,4
Full-Time,Staff (planta permanente),2800000.0,15,2,2,0,De 101 a 200 personas,100% remoto,45,Senior,3
Full-Time,Staff (planta permanente),2100000.0,9,1,1,0,Más de 10000 personas,Híbrido (presencial y remoto),30,Senior,4
Full-Time,Staff (planta permanente),1340000.0,3,90,3,0,De 201 a 500 personas,100% presencial,32,Semi-Senior,5
Full-Time,Staff (planta permanente),1894050.0,1,0,0,0,De 501 a 1000 personas,100% remoto,25,Junior,5
Full-Time,Staff (planta permanente),2400000.0,12,1,1,0,De 2001a 5000 personas,100% remoto,37,Senior,6
Full-Time,Staff (planta permanente),1400000.0,3,3,3,0,De 501 a 1000 personas,Híbrido (presencial y remoto),45,Semi-Senior,6
Full-Time,Staff (planta permanente),1400000.0,4,3,3,0,De 101 a 200 personas,Híbrido (presencial y remoto),28,Semi-Senior,4
Full-Time,Staff (planta permanente),2360000.0,6,0,6,0,De 501 a 1000 personas,100% remoto,49,Senior,3
Full-Time,Staff (planta permanente),2500000.0,2,0,0,0,De 501 a 1000 personas,100% presencial,40,Junior,3
Full-Time,Staff (planta permanente),2300000.0,4,1,4,0,De 1001 a 2000 personas,100% remoto,36,Semi-Senior,3
Full-Time,Staff (planta permanente),4800000.0,8,3,3,6,De 101 a 200 personas,100% remoto,31,Manager or Above,4
Full-Time,Staff (planta permanente),1065000.0,3,3,3,0,De 201 a 500 personas,Híbrido (presencial y remoto),38,Semi-Senior,2
Full-Time,Staff (planta permanente),3200000.0,15,3,3,0,De 501 a 1000 personas,100% remoto,44,Senior,3
Full-Time,Staff (planta permanente),3461000.0,5,3,2,5,De 2001a 5000 personas,Híbrido (presencial y remoto),29,Semi-Senior,4
Full-Time,Staff (planta permanente),2508800.0,0,0,0,0,De 201 a 500 personas,100% remoto,44,Junior,5
Full-Time,Staff (planta permanente),1124056.0,10,4,9,0,De 2 a 10 personas,100% remoto,38,Senior,5
Full-Time,Staff (planta permanente),2400000.0,4,8,4,0,De 201 a 500 personas,100% remoto,37,Semi-Senior,5
Full-Time,Staff (planta permanente),3800000.0,8,3,0,10,De 201 a 500 personas,100% remoto,32,Senior,3
Full-Time,Staff (planta permanente),1800000.0,18,2,2,0,De 201 a 500 personas,Híbrido (presencial y remoto),48,Senior,3
Full-Time,Contractor,2500000.0,10,5,5,0,De 2 a 10 personas,100% remoto,39,Senior,3
Full-Time,Staff (planta permanente),880000.0,3,4,3,0,De 51 a 100 personas,100% remoto,31,Semi-Senior,6
Full-Time,Contractor,1680000.0,3,3,3,0,De 51 a 100 personas,100% remoto,33,Semi-Senior,2
Full-Time,Staff (planta permanente),4000000.0,20,16,4,2,De 201 a 500 personas,100% remoto,46,Senior,6
Full-Time,Staff (planta permanente),1700000.0,7,2,2,0,De 501 a 1000 personas,100% remoto,47,Senior,3
Full-Time,Staff (planta permanente),1345000.0,1,3,1,0,De 201 a 500 personas,100% remoto,32,Junior,3
Full-Time,Staff (planta permanente),1430000.0,2,2,1,0,De 51 a 100 personas,100% remoto,27,Junior,2
Full-Time,Staff (planta permanente),2800000.0,4,1,4,0,De 2001a 5000 personas,Híbrido (presencial y remoto),31,Semi-Senior,2
Full-Time,Staff (planta permanente),1850000.0,14,14,3,1,De 201 a 500 personas,100% remoto,31,Manager or Above,3
Full-Time,Staff (planta permanente),3000000.0,20,20,10,4,De 2 a 10 personas,Híbrido (presencial y remoto),43,Senior,3
Full-Time,Staff (planta permanente),1500000.0,5,2,2,0,De 11  a 50  personas,100% remoto,38,Semi-Senior,2
Full-Time,Staff (planta permanente),3100000.0,17,15,15,6,De 201 a 500 personas,Híbrido (presencial y remoto),45,Manager or Above,2
Full-Time,Staff (planta permanente),4500000.0,19,18,1,20,De 501 a 1000 personas,100% remoto,42,Manager or Above,3
Full-Time,Staff (planta permanente),3890000.0,15,4,4,0,De 51 a 100 personas,100% remoto,39,Senior,2
Full-Time,Staff (planta permanente),3535620.0,6,1,2,0,Más de 10000 personas,100% remoto,28,Senior,3
Full-Time,Staff (planta permanente),1361054.0,2,2,2,0,De 501 a 1000 personas,100% remoto,28,Junior,3
Full-Time,Staff (planta permanente),2208506.0,1,1,1,0,Más de 10000 personas,100% remoto,24,Junior,3
Full-Time,Staff (planta permanente),963855.42,27,1,1,0,De 11  a 50  personas,100% remoto,50,Senior,3
Full-Time,Staff (planta permanente),3100000.0,4,0,2,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),28,Semi-Senior,3
Full-Time,Staff (planta permanente),2684111.62,20,18,8,20,De 1001 a 2000 personas,100% presencial,47,Manager or Above,4
Full-Time,Staff (planta permanente),3855440.0,10,4,2,2,De 51 a 100 personas,100% remoto,38,Senior,6
Full-Time,Staff (planta permanente),2900000.0,3,3,3,0,Más de 10000 personas,100% remoto,37,Semi-Senior,3
Full-Time,Staff (planta permanente),1605000.0,2,2,2,0,De 51 a 100 personas,Híbrido (presencial y remoto),41,Junior,6
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1000000.0,3,1,1,0,De 11  a 50  personas,100% presencial,27,Semi-Senior,2
Full-Time,Staff (planta permanente),1300000.0,5,5,5,0,De 2 a 10 personas,Híbrido (presencial y remoto),25,Semi-Senior,4
Full-Time,Staff (planta permanente),2500000.0,5,4,1,1,De 51 a 100 personas,Híbrido (presencial y remoto),33,Semi-Senior,2
Part-Time,Contractor,1320000.0,20,7,3,0,De 11  a 50  personas,100% remoto,45,Senior,4
Full-Time,Staff (planta permanente),1700000.0,3,2,2,0,De 51 a 100 personas,100% remoto,30,Semi-Senior,4
Full-Time,Staff (planta permanente),3069397.0,4,3,3,0,De 201 a 500 personas,Híbrido (presencial y remoto),31,Semi-Senior,2
Full-Time,Staff (planta permanente),3800000.0,20,11,4,0,De 501 a 1000 personas,100% remoto,51,Senior,3
Full-Time,Staff (planta permanente),1800000.0,3,3,2,2,De 101 a 200 personas,Híbrido (presencial y remoto),28,Semi-Senior,5
Full-Time,Staff (planta permanente),1028000.0,2,1,0,0,De 11  a 50  personas,100% presencial,44,Junior,2
Full-Time,Staff (planta permanente),3340000.0,5,4,2,5,De 5001 a 10000 personas,100% remoto,25,Semi-Senior,2
Full-Time,Staff (planta permanente),1200000.0,3,3,3,0,De 11  a 50  personas,Híbrido (presencial y remoto),36,Semi-Senior,2
Full-Time,Staff (planta permanente),2060000.0,7,3,2,0,De 2001a 5000 personas,Híbrido (presencial y remoto),33,Senior,6
Full-Time,Staff (planta permanente),1600000.0,6,1,1,0,De 101 a 200 personas,100% remoto,35,Senior,2
Full-Time,Staff (planta permanente),1700000.0,5,3,3,0,De 501 a 1000 personas,Híbrido (presencial y remoto),29,Semi-Senior,3
Full-Time,Staff (planta permanente),3200000.0,7,3,2,3,De 2001a 5000 personas,Híbrido (presencial y remoto),33,Manager or Above,6
Full-Time,Staff (planta permanente),3325000.0,20,18,2,4,De 1001 a 2000 personas,Híbrido (presencial y remoto),45,Senior,6
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1516186.0,4,4,4,5,De 1001 a 2000 personas,Híbrido (presencial y remoto),33,Semi-Senior,2
Full-Time,Staff (planta permanente),1950540.0,0,0,0,0,De 501 a 1000 personas,Híbrido (presencial y remoto),24,Junior,5
Full-Time,Staff (planta permanente),1477000.0,4,4,4,0,De 1001 a 2000 personas,100% presencial,40,Semi-Senior,2
Full-Time,Staff (planta permanente),5000000.0,10,2,2,0,De 51 a 100 personas,Híbrido (presencial y remoto),34,Senior,4
Full-Time,Staff (planta permanente),1600000.0,20,12,12,0,De 1001 a 2000 personas,100% presencial,48,Senior,3
Full-Time,Staff (planta permanente),4729397.0,20,10,10,0,De 11  a 50  personas,100% remoto,40,Senior,2
Full-Time,Staff (planta permanente),2400000.0,3,3,1,0,De 51 a 100 personas,100% remoto,30,Semi-Senior,2
Full-Time,Staff (planta permanente),2266950.0,5,3,3,0,De 101 a 200 personas,100% remoto,32,Semi-Senior,5
Full-Time,Staff (planta permanente),4100000.0,14,14,6,0,Más de 10000 personas,Híbrido (presencial y remoto),33,Senior,3
Full-Time,Staff (planta permanente),2300000.0,3,0,3,0,De 101 a 200 personas,100% remoto,27,Semi-Senior,2
Full-Time,Staff (planta permanente),2611924.0,10,5,2,0,De 201 a 500 personas,Híbrido (presencial y remoto),36,Senior,6
Full-Time,Staff (planta permanente),2200000.0,1,1,1,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),30,Junior,5
Full-Time,Staff (planta permanente),3500000.0,2,3,1,0,De 201 a 500 personas,Híbrido (presencial y remoto),37,Junior,2
Full-Time,Staff (planta permanente),1200000.0,7,1,7,0,De 1001 a 2000 personas,100% remoto,42,Senior,3
Full-Time,Staff (planta permanente),2440000.0,2,1,1,0,De 501 a 1000 personas,100% remoto,27,Junior,6
Full-Time,Staff (planta permanente),3281000.0,5,0,0,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),27,Semi-Senior,3
Full-Time,Staff (planta permanente),3000000.0,18,3,3,2,De 1001 a 2000 personas,Híbrido (presencial y remoto),43,Senior,4
Full-Time,Staff (planta permanente),1396123.0,38,13,10,0,De 51 a 100 personas,Híbrido (presencial y remoto),63,Manager or Above,6
Full-Time,Staff (planta permanente),3062747.0,11,7,3,3,Más de 10000 personas,100% remoto,35,Senior,3
Full-Time,Staff (planta permanente),4300000.0,14,2,2,0,Más de 10000 personas,Híbrido (presencial y remoto),40,Senior,3
Full-Time,Contractor,3400000.0,6,6,6,2,De 51 a 100 personas,Híbrido (presencial y remoto),41,Senior,4
Full-Time,Staff (planta permanente),1900000.0,5,1,1,0,De 51 a 100 personas,Híbrido (presencial y remoto),37,Semi-Senior,6
Full-Time,Staff (planta permanente),1948000.0,5,1,1,0,De 201 a 500 personas,Híbrido (presencial y remoto),23,Semi-Senior,2
Full-Time,Staff (planta permanente),1400000.0,4,0,0,0,Más de 10000 personas,Híbrido (presencial y remoto),32,Semi-Senior,3
Full-Time,Staff (planta permanente),2000000.0,7,7,7,0,De 2 a 10 personas,Híbrido (presencial y remoto),28,Senior,3
Full-Time,Staff (planta permanente),2500000.0,33,2,2,1,De 1001 a 2000 personas,Híbrido (presencial y remoto),57,Senior,3
Full-Time,Staff (planta permanente),3100000.0,5,5,4,2,De 11  a 50  personas,100% remoto,28,Semi-Senior,3
Full-Time,Staff (planta permanente),5000000.0,12,0,5,0,De 501 a 1000 personas,100% remoto,40,Senior,7
Full-Time,Staff (planta permanente),1667000.0,3,3,0,0,De 201 a 500 personas,100% remoto,53,Semi-Senior,2
Full-Time,Staff (planta permanente),1950000.0,4,1,1,0,De 101 a 200 personas,100% remoto,34,Semi-Senior,2
Full-Time,Staff (planta permanente),1000000.0,5,14,4,1,De 51 a 100 personas,100% remoto,37,Semi-Senior,3
Full-Time,Staff (planta permanente),1450000.0,9,4,3,0,De 101 a 200 personas,100% presencial,37,Senior,6
Full-Time,Staff (planta permanente),1650000.0,1,3,1,1,De 11  a 50  personas,Híbrido (presencial y remoto),29,Manager or Above,3
Full-Time,Staff (planta permanente),3700000.0,35,13,7,2,Más de 10000 personas,Híbrido (presencial y remoto),52,Manager or Above,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1387000.0,4,3,4,0,De 101 a 200 personas,100% remoto,34,Semi-Senior,2
Full-Time,Staff (planta permanente),2800000.0,5,5,3,0,De 201 a 500 personas,Híbrido (presencial y remoto),25,Semi-Senior,3
Part-Time,Contractor,1100000.0,3,1,1,2,De 1001 a 2000 personas,Híbrido (presencial y remoto),33,Semi-Senior,6
Full-Time,Staff (planta permanente),2000000.0,5,3,2,0,De 51 a 100 personas,100% remoto,30,Semi-Senior,2
Full-Time,Staff (planta permanente),2833000.0,6,4,3,2,De 101 a 200 personas,100% remoto,32,Manager or Above,5
Full-Time,Staff (planta permanente),2200000.0,20,3,15,0,De 201 a 500 personas,100% remoto,51,Senior,5
Full-Time,Staff (planta permanente),3071632.0,7,7,3,0,De 11  a 50  personas,100% remoto,37,Manager or Above,4
Full-Time,Staff (planta permanente),1700000.0,7,6,3,0,De 201 a 500 personas,Híbrido (presencial y remoto),28,Senior,2
Full-Time,Staff (planta permanente),2400000.0,20,14,12,0,De 101 a 200 personas,Híbrido (presencial y remoto),50,Senior,2
Full-Time,Contractor,1577154.0,10,1,1,0,De 11  a 50  personas,100% remoto,32,Senior,2
Full-Time,Staff (planta permanente),1007000.0,21,21,10,3,De 2 a 10 personas,100% presencial,43,Senior,6
Full-Time,Staff (planta permanente),1980000.0,19,9,5,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),50,Senior,3
Full-Time,Staff (planta permanente),3881000.0,3,3,3,0,Más de 10000 personas,Híbrido (presencial y remoto),41,Semi-Senior,5
