dedicacion,contrato,salario,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,edad,seniority,marvin_rol
Full-Time,Staff (planta permanente),2055930.0,5,3,1,0,De 101 a 200 personas,100% remoto,28,Semi-Senior,3
Full-Time,Staff (planta permanente),2800000.0,33,4,412,12,De 11  a 50  personas,Híbrido (presencial y remoto),50,Senior,4
Full-Time,Staff (planta permanente),5870000.0,17,3,12,0,De 2001a 5000 personas,Híbrido (presencial y remoto),40,Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1650000.0,2,0,2,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),27,Junior,6
Full-Time,Staff (planta permanente),1800000.0,1,1,1,0,Más de 10000 personas,Híbrido (presencial y remoto),33,Junior,3
Full-Time,Contractor,2200000.0,25,10,10,30,Más de 10000 personas,Híbrido (presencial y remoto),49,Manager or Above,4
Full-Time,Staff (planta permanente),2902935.0,4,1,4,0,De 2001a 5000 personas,Híbrido (presencial y remoto),25,Semi-Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1600000.0,1,3,1,0,De 5001 a 10000 personas,100% remoto,24,Junior,3
Full-Time,Staff (planta permanente),2875400.0,3,0,0,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),29,Semi-Senior,3
Full-Time,Contractor,1500000.0,20,6,6,1,Más de 10000 personas,Híbrido (presencial y remoto),40,Senior,4
Full-Time,Staff (planta permanente),4000000.0,20,14,12,4,De 201 a 500 personas,Híbrido (presencial y remoto),42,Manager or Above,4
Full-Time,Staff (planta permanente),1900000.0,2,2,1,0,De 101 a 200 personas,100% remoto,29,Junior,3
Full-Time,Staff (planta permanente),3300000.0,19,14,14,0,De 11  a 50  personas,Híbrido (presencial y remoto),41,Senior,3
Full-Time,Contractor,1236666.0,4,2,1,8,De 201 a 500 personas,Híbrido (presencial y remoto),29,Semi-Senior,2
Full-Time,Staff (planta permanente),2250000.0,15,2,2,0,De 1001 a 2000 personas,100% remoto,39,Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1250000.0,2,0,2,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),30,Junior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1500000.0,4,0,4,0,De 201 a 500 personas,100% remoto,34,Semi-Senior,5
Full-Time,Staff (planta permanente),3000000.0,14,1,1,8,De 51 a 100 personas,100% presencial,33,Manager or Above,3
Full-Time,Staff (planta permanente),943865.0,1,1,1,0,De 11  a 50  personas,Híbrido (presencial y remoto),23,Junior,6
Full-Time,Staff (planta permanente),3370000.0,13,5,3,9,De 51 a 100 personas,Híbrido (presencial y remoto),36,Manager or Above,4
Full-Time,Staff (planta permanente),1800000.0,5,0,0,0,De 2001a 5000 personas,Híbrido (presencial y remoto),40,Semi-Senior,6
Full-Time,Staff (planta permanente),1950000.0,19,19,5,1,De 11  a 50  personas,100% presencial,44,Senior,5
Full-Time,Staff (planta permanente),4167000.0,2,4,2,14,Más de 10000 personas,Híbrido (presencial y remoto),30,Manager or Above,4
Full-Time,Staff (planta permanente),1843596.0,4,0,0,0,De 51 a 100 personas,Híbrido (presencial y remoto),32,Semi-Senior,5
Full-Time,Staff (planta permanente),3000000.0,6,4,4,0,De 51 a 100 personas,100% remoto,31,Senior,5
Full-Time,Contractor,3347000.0,7,2,1,1,De 5001 a 10000 personas,100% remoto,26,Manager or Above,3
Full-Time,Staff (planta permanente),3161955.0,30,2,2,0,De 11  a 50  personas,Híbrido (presencial y remoto),54,Manager or Above,4
Full-Time,Staff (planta permanente),2840000.0,8,5,5,1,De 11  a 50  personas,100% remoto,34,Senior,5
Full-Time,Staff (planta permanente),3997798.0,8,3,1,0,Más de 10000 personas,Híbrido (presencial y remoto),29,Senior,3
Full-Time,Staff (planta permanente),1200000.0,2,2,0,0,De 501 a 1000 personas,100% remoto,25,Junior,2
Full-Time,Staff (planta permanente),2125000.0,2,2,2,0,Más de 10000 personas,100% remoto,36,Junior,3
Full-Time,Staff (planta permanente),1000000.0,3,4,4,0,De 11  a 50  personas,Híbrido (presencial y remoto),29,Semi-Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1900000.0,30,2,2,50,De 51 a 100 personas,100% remoto,50,Senior,4
Full-Time,Staff (planta permanente),2380500.0,5,0,0,0,De 201 a 500 personas,Híbrido (presencial y remoto),25,Semi-Senior,2
Full-Time,Staff (planta permanente),1400000.0,5,2,2,0,De 11  a 50  personas,Híbrido (presencial y remoto),28,Semi-Senior,4
Full-Time,Staff (planta permanente),1882600.99,6,2,1,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),55,Senior,3
Full-Time,Staff (planta permanente),2500000.0,20,1,15,2,De 51 a 100 personas,Híbrido (presencial y remoto),44,Senior,6
Full-Time,Staff (planta permanente),2800000.0,10,0,0,0,De 201 a 500 personas,Híbrido (presencial y remoto),35,Senior,2
Full-Time,Staff (planta permanente),2280147.57,5,30,5,3,De 11  a 50  personas,Híbrido (presencial y remoto),53,Semi-Senior,3
Full-Time,Staff (planta permanente),2500000.0,12,7,7,1,De 501 a 1000 personas,Híbrido (presencial y remoto),35,Senior,5
Full-Time,Staff (planta permanente),1600000.0,3,1,1,0,De 11  a 50  personas,Híbrido (presencial y remoto),21,Semi-Senior,4
Full-Time,Staff (planta permanente),1885672.17,22,13,2,0,De 201 a 500 personas,100% remoto,41,Senior,4
Full-Time,Staff (planta permanente),2000000.0,10,2,2,0,De 101 a 200 personas,Híbrido (presencial y remoto),39,Senior,3
Part-Time,Staff (planta permanente),1037398.0,2,2,2,0,De 2001a 5000 personas,Híbrido (presencial y remoto),24,Junior,2
Full-Time,Staff (planta permanente),3900000.0,8,2,2,0,Más de 10000 personas,Híbrido (presencial y remoto),34,Senior,2
Full-Time,Staff (planta permanente),1836859.5,3,1,3,0,De 201 a 500 personas,100% remoto,25,Semi-Senior,3
Full-Time,Staff (planta permanente),1340000.0,12,1,1,0,De 11  a 50  personas,Híbrido (presencial y remoto),37,Senior,3
Full-Time,Staff (planta permanente),2509507.0,3,0,0,3,De 1001 a 2000 personas,Híbrido (presencial y remoto),23,Semi-Senior,3
Full-Time,Staff (planta permanente),4690559.0,25,8,2,0,De 5001 a 10000 personas,100% remoto,48,Senior,5
Full-Time,Staff (planta permanente),2956808.91,4,4,1,4,De 2001a 5000 personas,100% remoto,25,Semi-Senior,4
Full-Time,Contractor,1025600.0,3,2,2,0,De 101 a 200 personas,Híbrido (presencial y remoto),28,Semi-Senior,2
Full-Time,Staff (planta permanente),2600000.0,2,2,1,0,Más de 10000 personas,Híbrido (presencial y remoto),25,Junior,2
Full-Time,Staff (planta permanente),2502172.0,5,0,4,13,De 51 a 100 personas,Híbrido (presencial y remoto),30,Manager or Above,6
Full-Time,Staff (planta permanente),4300000.0,16,16,5,11,De 1001 a 2000 personas,100% presencial,37,Manager or Above,6
Full-Time,Staff (planta permanente),2360000.0,6,2,2,0,Más de 10000 personas,100% remoto,34,Senior,6
Full-Time,Staff (planta permanente),1200000.0,1,1,1,0,De 11  a 50  personas,Híbrido (presencial y remoto),36,Junior,3
Full-Time,Staff (planta permanente),1313400.0,10,5,5,0,De 11  a 50  personas,100% presencial,29,Senior,2
Full-Time,Staff (planta permanente),2300000.0,12,2,2,0,De 11  a 50  personas,100% presencial,28,Senior,2
Full-Time,Staff (planta permanente),2150000.0,12,0,9,0,De 2001a 5000 personas,100% remoto,36,Senior,5
Full-Time,Staff (planta permanente),2033000.0,9,0,0,0,De 501 a 1000 personas,Híbrido (presencial y remoto),29,Senior,5
Full-Time,Staff (planta permanente),1800000.0,3,1,1,0,De 101 a 200 personas,Híbrido (presencial y remoto),21,Semi-Senior,3
Full-Time,Staff (planta permanente),3000000.0,25,1,1,4,Más de 10000 personas,100% remoto,50,Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1113253.01,2,2,2,0,De 2001a 5000 personas,100% remoto,29,Junior,2
Full-Time,Staff (planta permanente),3976903.0,15,4,15,0,De 2001a 5000 personas,Híbrido (presencial y remoto),42,Senior,3
Full-Time,Staff (planta permanente),1570000.0,2,2,2,0,De 1001 a 2000 personas,100% remoto,32,Junior,4
Full-Time,Contractor,1007638.0,3,2,2,0,De 11  a 50  personas,Híbrido (presencial y remoto),27,Semi-Senior,5
Full-Time,Staff (planta permanente),2220000.0,14,14,6,2,De 2001a 5000 personas,Híbrido (presencial y remoto),47,Manager or Above,3
Full-Time,Staff (planta permanente),3284145.0,26,3,3,2,De 11  a 50  personas,100% remoto,49,Senior,2
Full-Time,Staff (planta permanente),3845000.0,10,0,0,2,De 5001 a 10000 personas,100% remoto,44,Senior,4
Full-Time,Contractor,1250000.0,0,0,0,1,De 11  a 50  personas,100% remoto,23,Junior,3
Full-Time,Staff (planta permanente),2500000.0,2,2,1,3,De 51 a 100 personas,Híbrido (presencial y remoto),28,Junior,2
Full-Time,Contractor,1800000.0,4,4,4,0,De 2 a 10 personas,100% remoto,26,Semi-Senior,2
Full-Time,Staff (planta permanente),1635800.0,4,1,1,0,De 11  a 50  personas,Híbrido (presencial y remoto),40,Semi-Senior,3
Full-Time,Staff (planta permanente),5900800.0,22,1,1,0,De 201 a 500 personas,100% remoto,42,Senior,4
Part-Time,Tercerizado (trabajo a través de consultora o agencia),900000.0,2,2,2,0,De 11  a 50  personas,100% remoto,27,Junior,2
Full-Time,Participación societaria en una cooperativa,1000000.0,5,5,2,2,De 2 a 10 personas,Híbrido (presencial y remoto),31,Semi-Senior,3
Full-Time,Staff (planta permanente),3000000.0,20,3,5,10,De 101 a 200 personas,Híbrido (presencial y remoto),50,Manager or Above,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1767744.0,3,0,0,0,De 51 a 100 personas,100% remoto,29,Semi-Senior,3
Full-Time,Staff (planta permanente),1979780.0,3,2,2,0,De 5001 a 10000 personas,100% remoto,41,Semi-Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1696769.0,5,5,5,0,De 11  a 50  personas,Híbrido (presencial y remoto),34,Semi-Senior,5
Full-Time,Staff (planta permanente),3380000.0,10,1,1,0,Más de 10000 personas,100% remoto,43,Senior,6
Full-Time,Staff (planta permanente),3100000.0,7,0,5,0,Más de 10000 personas,Híbrido (presencial y remoto),31,Senior,3
Full-Time,Staff (planta permanente),2600000.0,3,3,3,0,De 2001a 5000 personas,Híbrido (presencial y remoto),28,Semi-Senior,4
Full-Time,Staff (planta permanente),4500000.0,25,13,1,0,De 51 a 100 personas,100% remoto,45,Senior,3
Full-Time,Staff (planta permanente),2969870.0,5,2,2,3,De 101 a 200 personas,100% remoto,31,Semi-Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),4200000.0,3,0,0,0,De 51 a 100 personas,100% remoto,29,Semi-Senior,3
Full-Time,Staff (planta permanente),4700000.0,2,8,1,6,De 201 a 500 personas,100% presencial,38,Manager or Above,4
Full-Time,Staff (planta permanente),2600000.0,14,2,2,0,De 2001a 5000 personas,100% remoto,36,Senior,5
Full-Time,Staff (planta permanente),1100000.0,2,1,2,0,De 11  a 50  personas,Híbrido (presencial y remoto),31,Junior,3
Full-Time,Staff (planta permanente),828000.0,5,30,25,0,De 11  a 50  personas,100% presencial,56,Semi-Senior,6
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1700000.0,3,2,3,0,De 51 a 100 personas,100% remoto,24,Semi-Senior,5
Full-Time,Staff (planta permanente),1966570.0,1,1,1,0,De 51 a 100 personas,Híbrido (presencial y remoto),36,Junior,5
Full-Time,Staff (planta permanente),970000.0,2,2,2,0,De 201 a 500 personas,Híbrido (presencial y remoto),44,Junior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),835000.0,10,6,3,0,Más de 10000 personas,100% remoto,44,Senior,5
Full-Time,Staff (planta permanente),4095000.0,5,2,3,2,De 101 a 200 personas,Híbrido (presencial y remoto),30,Semi-Senior,5
Full-Time,Staff (planta permanente),2280000.0,6,6,6,0,De 11  a 50  personas,100% remoto,40,Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1200000.0,1,0,1,0,De 101 a 200 personas,100% remoto,44,Junior,3
Full-Time,Staff (planta permanente),3500000.0,20,1,6,3,De 51 a 100 personas,Híbrido (presencial y remoto),46,Senior,6
Full-Time,Staff (planta permanente),1800000.0,5,0,5,0,De 101 a 200 personas,100% remoto,30,Semi-Senior,3
Full-Time,Staff (planta permanente),1490421.0,6,2,3,2,De 11  a 50  personas,100% remoto,33,Senior,5
Full-Time,Staff (planta permanente),2400000.0,3,2,3,0,De 501 a 1000 personas,100% remoto,26,Semi-Senior,2
Full-Time,Staff (planta permanente),3000000.0,13,1,1,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),35,Senior,4
Full-Time,Staff (planta permanente),1500000.0,3,0,0,0,De 101 a 200 personas,Híbrido (presencial y remoto),37,Semi-Senior,6
Full-Time,Staff (planta permanente),1200000.0,2,0,0,2,De 51 a 100 personas,Híbrido (presencial y remoto),26,Junior,2
Full-Time,Staff (planta permanente),3800000.0,15,0,0,0,De 101 a 200 personas,100% remoto,38,Senior,2
Full-Time,Staff (planta permanente),3500000.0,20,9,1,70,De 101 a 200 personas,100% remoto,42,Manager or Above,4
Full-Time,Contractor,2300000.0,5,2,3,0,De 11  a 50  personas,100% remoto,31,Semi-Senior,2
Full-Time,Staff (planta permanente),1300000.0,1,1,1,0,De 2001a 5000 personas,100% presencial,34,Junior,2
Full-Time,Staff (planta permanente),1474965.47,6,6,2,15,De 201 a 500 personas,100% presencial,46,Manager or Above,6
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1624000.0,3,0,1,0,De 51 a 100 personas,100% remoto,27,Semi-Senior,5
Full-Time,Staff (planta permanente),1371600.0,3,5,3,0,Más de 10000 personas,Híbrido (presencial y remoto),39,Manager or Above,4
Full-Time,Staff (planta permanente),3800000.0,4,0,0,13,De 1001 a 2000 personas,100% presencial,33,Manager or Above,2
Full-Time,Staff (planta permanente),2305000.0,2,2,2,0,De 11  a 50  personas,Híbrido (presencial y remoto),25,Junior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),968651.0,2,0,0,0,De 5001 a 10000 personas,100% presencial,27,Junior,4
Full-Time,Staff (planta permanente),1148000.0,2,0,2,0,De 51 a 100 personas,100% remoto,29,Junior,2
Full-Time,Staff (planta permanente),1736438.0,1,0,0,0,De 101 a 200 personas,100% remoto,32,Junior,2
Full-Time,Staff (planta permanente),5023717.0,20,3,3,0,De 201 a 500 personas,100% remoto,44,Senior,2
Full-Time,Staff (planta permanente),1134142.0,1,1,1,0,De 2001a 5000 personas,100% remoto,39,Junior,2
Full-Time,Staff (planta permanente),3800000.0,15,3,3,2,De 11  a 50  personas,Híbrido (presencial y remoto),46,Senior,2
Full-Time,Staff (planta permanente),3544841.0,8,3,1,3,De 5001 a 10000 personas,100% remoto,32,Manager or Above,4
Full-Time,Staff (planta permanente),1960000.0,2,1,1,0,Más de 10000 personas,100% remoto,26,Junior,3
Full-Time,Staff (planta permanente),5000000.0,4,15,4,15,De 1001 a 2000 personas,Híbrido (presencial y remoto),43,Manager or Above,3
Full-Time,Staff (planta permanente),3900000.0,13,5,2,20,De 501 a 1000 personas,100% remoto,35,Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2400000.0,8,8,3,0,Más de 10000 personas,100% remoto,40,Senior,2
Full-Time,Staff (planta permanente),2200000.0,3,1,1,0,De 2001a 5000 personas,100% remoto,32,Semi-Senior,6
Part-Time,Staff (planta permanente),812262.0,3,3,1,0,De 51 a 100 personas,100% presencial,36,Semi-Senior,5
Full-Time,Staff (planta permanente),1450000.0,3,2,2,0,De 51 a 100 personas,100% remoto,39,Semi-Senior,2
Full-Time,Staff (planta permanente),1500000.0,10,6,4,8,De 51 a 100 personas,Híbrido (presencial y remoto),39,Manager or Above,4
Full-Time,Staff (planta permanente),3000000.0,5,8,2,2,De 501 a 1000 personas,Híbrido (presencial y remoto),32,Semi-Senior,6
Full-Time,Staff (planta permanente),3380000.0,12,3,4,13,De 201 a 500 personas,100% remoto,33,Manager or Above,3
Full-Time,Staff (planta permanente),3260000.0,20,4,12,20,De 2001a 5000 personas,100% remoto,49,Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1436000.0,1,0,0,0,De 101 a 200 personas,100% remoto,40,Junior,3
Full-Time,Staff (planta permanente),1280000.0,3,2,1,8,De 101 a 200 personas,100% remoto,24,Manager or Above,5
Full-Time,Staff (planta permanente),2485057.0,22,1,1,2,De 501 a 1000 personas,100% presencial,42,Manager or Above,5
Full-Time,Staff (planta permanente),2300000.0,2,2,2,0,De 201 a 500 personas,100% remoto,21,Junior,3
Full-Time,Staff (planta permanente),2315023.0,4,1,4,0,De 501 a 1000 personas,100% remoto,27,Semi-Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1650000.0,0,0,0,0,Más de 10000 personas,Híbrido (presencial y remoto),31,Junior,6
Full-Time,Staff (planta permanente),1800000.0,1,1,1,0,De 51 a 100 personas,100% remoto,42,Junior,5
Full-Time,Staff (planta permanente),3800000.0,5,3,2,0,Más de 10000 personas,Híbrido (presencial y remoto),33,Semi-Senior,3
Full-Time,Staff (planta permanente),3100000.0,7,4,3,0,De 501 a 1000 personas,Híbrido (presencial y remoto),31,Senior,5
Full-Time,Staff (planta permanente),980000.0,2,2,2,0,De 101 a 200 personas,100% remoto,30,Junior,6
Full-Time,Contractor,3900000.0,15,6,3,3,1 (solamente yo),Híbrido (presencial y remoto),42,Senior,6
Full-Time,Staff (planta permanente),1400000.0,1,0,0,0,De 11  a 50  personas,Híbrido (presencial y remoto),25,Junior,3
Full-Time,Staff (planta permanente),4422002.0,5,1,1,0,De 2001a 5000 personas,100% remoto,44,Semi-Senior,3
Full-Time,Staff (planta permanente),2200000.0,3,2,2,0,De 101 a 200 personas,Híbrido (presencial y remoto),32,Semi-Senior,2
Full-Time,Staff (planta permanente),3165608.0,4,1,1,0,Más de 10000 personas,100% remoto,24,Semi-Senior,3
Full-Time,Staff (planta permanente),5430000.0,20,10,10,4,De 501 a 1000 personas,100% presencial,45,Senior,3
Full-Time,Staff (planta permanente),4570800.0,5,3,1,0,De 5001 a 10000 personas,100% remoto,28,Semi-Senior,4
Full-Time,Staff (planta permanente),1920000.0,35,11,11,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),51,Senior,4
Full-Time,Staff (planta permanente),4102500.0,7,2,2,0,De 101 a 200 personas,100% remoto,43,Senior,3
Full-Time,Staff (planta permanente),2215800.0,5,5,5,0,De 201 a 500 personas,100% remoto,27,Semi-Senior,2
Full-Time,Staff (planta permanente),1153000.0,1,1,1,0,De 11  a 50  personas,Híbrido (presencial y remoto),23,Junior,2
Full-Time,Staff (planta permanente),1990000.0,5,1,3,0,De 51 a 100 personas,100% remoto,31,Semi-Senior,2
Full-Time,Staff (planta permanente),1600000.0,3,0,0,0,De 11  a 50  personas,Híbrido (presencial y remoto),22,Semi-Senior,2
Full-Time,Staff (planta permanente),2300000.0,4,0,2,0,De 501 a 1000 personas,100% remoto,25,Semi-Senior,2
Full-Time,Staff (planta permanente),4700000.0,14,3,3,0,Más de 10000 personas,Híbrido (presencial y remoto),35,Senior,3
Full-Time,Staff (planta permanente),4589946.0,17,5,5,6,De 2001a 5000 personas,Híbrido (presencial y remoto),45,Manager or Above,6
Full-Time,Tercerizado (trabajo a través de consultora o agencia),4536220.0,3,2,0,4,De 2001a 5000 personas,100% remoto,26,Semi-Senior,4
Full-Time,Staff (planta permanente),1360000.0,3,3,3,0,De 11  a 50  personas,100% remoto,48,Semi-Senior,2
Full-Time,Staff (planta permanente),1250000.0,0,0,0,0,De 51 a 100 personas,100% remoto,32,Junior,3
Full-Time,Staff (planta permanente),3535164.0,12,9,4,3,De 101 a 200 personas,Híbrido (presencial y remoto),39,Manager or Above,3
Full-Time,Staff (planta permanente),1700000.0,4,3,1,0,De 51 a 100 personas,Híbrido (presencial y remoto),27,Semi-Senior,4
Full-Time,Staff (planta permanente),990693.0,1,1,1,0,De 101 a 200 personas,Híbrido (presencial y remoto),29,Junior,3
Full-Time,Staff (planta permanente),3100000.0,19,12,5,10,De 11  a 50  personas,100% remoto,43,Senior,3
Full-Time,Staff (planta permanente),2900000.0,15,4,4,0,De 501 a 1000 personas,100% remoto,46,Senior,4
Full-Time,Staff (planta permanente),2799981.0,6,5,5,0,De 51 a 100 personas,100% remoto,36,Senior,3
Full-Time,Staff (planta permanente),1624776.27,1,1,1,3,De 11  a 50  personas,Híbrido (presencial y remoto),25,Junior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1446748.0,3,3,1,0,De 51 a 100 personas,100% remoto,28,Semi-Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2294374.0,10,5,4,0,De 51 a 100 personas,Híbrido (presencial y remoto),34,Senior,3
Full-Time,Staff (planta permanente),1435933.0,15,3,3,0,De 11  a 50  personas,100% remoto,51,Senior,2
Full-Time,Staff (planta permanente),964215.0,0,0,0,0,De 51 a 100 personas,Híbrido (presencial y remoto),26,Junior,3
Full-Time,Staff (planta permanente),3140000.0,7,1,4,0,Más de 10000 personas,100% remoto,32,Senior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2723177.0,6,3,5,0,De 201 a 500 personas,100% remoto,35,Senior,3
Full-Time,Staff (planta permanente),5500000.0,15,4,2,4,De 201 a 500 personas,100% remoto,40,Manager or Above,3
Part-Time,Freelance,4500000.0,25,20,20,0,1 (solamente yo),Híbrido (presencial y remoto),60,Senior,3
Full-Time,Participación societaria en una cooperativa,2333734.0,13,3,3,0,De 101 a 200 personas,100% remoto,37,Senior,4
Full-Time,Staff (planta permanente),1500000.0,4,14,4,0,De 101 a 200 personas,Híbrido (presencial y remoto),59,Semi-Senior,6
Full-Time,Staff (planta permanente),6000000.0,30,11,3,20,De 501 a 1000 personas,100% remoto,47,Manager or Above,4
Full-Time,Staff (planta permanente),1049500.0,1,1,1,0,De 11  a 50  personas,100% remoto,30,Junior,4
Full-Time,Staff (planta permanente),945000.0,2,2,2,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),32,Junior,3
Full-Time,Staff (planta permanente),3600000.0,8,1,1,12,De 11  a 50  personas,100% remoto,29,Manager or Above,4
Full-Time,Staff (planta permanente),2900000.0,4,1,4,4,De 101 a 200 personas,100% remoto,36,Semi-Senior,2
Full-Time,Staff (planta permanente),4400000.0,7,2,2,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),37,Senior,5
Full-Time,Staff (planta permanente),2300000.0,3,6,2,0,De 201 a 500 personas,Híbrido (presencial y remoto),40,Semi-Senior,5
Full-Time,Staff (planta permanente),1670000.0,24,20,20,0,De 201 a 500 personas,100% presencial,54,Senior,4
Full-Time,Staff (planta permanente),3000000.0,5,4,2,0,De 501 a 1000 personas,100% remoto,30,Semi-Senior,4
Full-Time,Staff (planta permanente),850000.0,2,1,1,0,Más de 10000 personas,100% remoto,37,Junior,2
Full-Time,Staff (planta permanente),2234000.0,4,3,2,0,De 101 a 200 personas,100% remoto,34,Semi-Senior,3
Full-Time,Staff (planta permanente),2900000.0,3,2,2,1,De 2001a 5000 personas,100% remoto,35,Semi-Senior,2
Full-Time,Staff (planta permanente),1666236.0,3,0,3,0,De 201 a 500 personas,Híbrido (presencial y remoto),29,Semi-Senior,2
Full-Time,Staff (planta permanente),4200000.0,7,3,1,4,De 2001a 5000 personas,Híbrido (presencial y remoto),33,Senior,3
Full-Time,Staff (planta permanente),2290000.0,8,3,3,0,De 101 a 200 personas,100% remoto,40,Senior,3
Full-Time,Staff (planta permanente),1843000.0,25,10,20,0,Más de 10000 personas,100% remoto,46,Senior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2200000.0,2,3,2,42,De 2001a 5000 personas,Híbrido (presencial y remoto),32,Manager or Above,3
Full-Time,Staff (planta permanente),2012139.0,5,3,3,0,De 51 a 100 personas,100% remoto,34,Semi-Senior,3
Full-Time,Staff (planta permanente),1318000.0,2,2,1,0,De 51 a 100 personas,100% remoto,29,Junior,6
Full-Time,Staff (planta permanente),2100000.0,15,0,0,0,De 101 a 200 personas,100% remoto,45,Senior,4
Full-Time,Staff (planta permanente),1800000.0,2,2,0,7,De 101 a 200 personas,100% remoto,32,Manager or Above,6
Part-Time,Contractor,2300000.0,6,1,1,0,De 11  a 50  personas,100% remoto,33,Senior,4
Full-Time,Staff (planta permanente),4059407.25,20,18,1,0,De 101 a 200 personas,Híbrido (presencial y remoto),45,Senior,2
Full-Time,Staff (planta permanente),4000000.0,10,2,0,5,De 11  a 50  personas,100% remoto,33,Manager or Above,3
Part-Time,Freelance,1456933.0,5,0,0,0,De 501 a 1000 personas,100% remoto,33,Semi-Senior,3
Full-Time,Staff (planta permanente),2916000.0,6,3,3,0,De 101 a 200 personas,Híbrido (presencial y remoto),33,Senior,4
Full-Time,Staff (planta permanente),1800000.0,8,1,6,0,De 11  a 50  personas,100% remoto,35,Senior,3
Full-Time,Staff (planta permanente),1200000.0,6,6,6,1,De 2 a 10 personas,100% presencial,36,Senior,4
Full-Time,Staff (planta permanente),6200000.0,8,1,1,0,De 2001a 5000 personas,Híbrido (presencial y remoto),30,Senior,4
Part-Time,Staff (planta permanente),1200000.0,20,13,4,0,De 2001a 5000 personas,100% presencial,45,Senior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1221000.0,2,2,2,0,De 11  a 50  personas,100% remoto,37,Junior,2
Full-Time,Staff (planta permanente),4500000.0,14,3,3,1,Más de 10000 personas,Híbrido (presencial y remoto),38,Senior,4
Full-Time,Staff (planta permanente),2860000.0,3,3,2,0,De 201 a 500 personas,100% remoto,36,Semi-Senior,4
Full-Time,Staff (planta permanente),1068056.84,2,1,1,0,De 101 a 200 personas,100% presencial,29,Junior,2
Full-Time,Staff (planta permanente),2175000.0,14,0,7,0,De 101 a 200 personas,Híbrido (presencial y remoto),46,Senior,3
Full-Time,Staff (planta permanente),2300000.0,14,14,14,0,De 1001 a 2000 personas,100% remoto,58,Senior,5
Full-Time,Staff (planta permanente),5500000.0,9,4,1,15,De 5001 a 10000 personas,Híbrido (presencial y remoto),30,Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1728000.0,2,0,0,0,De 51 a 100 personas,100% remoto,25,Junior,6
Full-Time,Staff (planta permanente),1800000.0,10,6,2,4,De 11  a 50  personas,100% presencial,37,Manager or Above,2
Full-Time,Staff (planta permanente),1850000.0,3,2,2,0,De 201 a 500 personas,100% remoto,34,Semi-Senior,3
Full-Time,Staff (planta permanente),4200000.0,10,0,6,0,De 2001a 5000 personas,Híbrido (presencial y remoto),40,Senior,2
Full-Time,Staff (planta permanente),3384000.0,25,3,10,0,De 101 a 200 personas,100% remoto,46,Senior,4
Full-Time,Staff (planta permanente),1667558.8,4,3,3,0,De 201 a 500 personas,100% remoto,30,Semi-Senior,2
Full-Time,Staff (planta permanente),4180470.35,15,6,6,0,De 2001a 5000 personas,100% remoto,41,Senior,7
Full-Time,Staff (planta permanente),1677000.0,10,3,3,3,De 101 a 200 personas,100% remoto,38,Senior,5
Full-Time,Staff (planta permanente),3100000.0,6,0,1,0,De 2001a 5000 personas,100% remoto,42,Senior,5
Full-Time,Staff (planta permanente),1700000.0,30,0,0,0,De 51 a 100 personas,100% remoto,62,Senior,3
Full-Time,Staff (planta permanente),1015000.0,2,1,1,1,De 51 a 100 personas,100% remoto,22,Junior,2
Full-Time,Staff (planta permanente),1900000.0,3,14,3,0,Más de 10000 personas,Híbrido (presencial y remoto),37,Semi-Senior,5
